Unnamed: 0,Player,Unnamed: 2,Season,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Playing Time.4,Playing Time.5,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Performance.13,Performance.14,Performance.15,Unnamed: 30,-additional
13,Aaron Ramsdale,62,2019-2020,21,eng ENG,Bournemouth,eng Premier League,37,3330,37.0,37,0,0,0,1,1,0,0,0,0,62,187,124,69.5,9,7,21,5,13.5,GK,466fb2c5
10,Aaron Ramsdale,63,2020-2021,22,eng ENG,Sheffield Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,63,206,145,70.9,7,2,29,5,13.2,GK,466fb2c5
77,Aaron Ramsdale,39,2021-2022,23,eng ENG,Arsenal,eng Premier League,34,3060,34.0,34,0,2,0,0,0,0,0,0,0,39,128,90,73.4,21,3,10,12,35.3,GK,466fb2c5
62,Aaron Ramsdale,43,2022-2023,24,eng ENG,Arsenal,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,43,136,94,70.6,26,6,6,14,36.8,GK,466fb2c5
186,Aaron Ramsdale,5,2023-2024,25,eng ENG,Arsenal,eng Premier League,6,540,6.0,6,0,31,0,0,0,0,0,0,0,5,14,9,64.3,5,1,0,2,33.3,GK,466fb2c5
316,Adam Davies,,2023-2024,31,wls WAL,Sheffield Utd,eng Premier League,0,,,0,0,18,,,,,,,,,,,,0,0,0,,,GK,71894777
164,Adrián,10,2019-2020,32,es ESP,Liverpool,eng Premier League,11,875,9.7,9,2,27,0,0,0,0,0,0,0,10,27,17,63.0,9,0,0,2,22.2,GK,f76e6b4e
169,Adrián,9,2020-2021,33,es ESP,Liverpool,eng Premier League,3,270,3.0,3,0,27,0,0,0,0,0,0,0,9,18,9,50.0,1,1,1,1,33.3,GK,f76e6b4e
60,Alex McCarthy,44,2018-2019,28,eng ENG,Southampton,eng Premier League,25,2250,25.0,25,0,8,0,0,0,0,0,0,0,44,119,78,64.7,5,8,12,4,16.0,GK,36c2ca73
86,Alex McCarthy,35,2019-2020,29,eng ENG,Southampton,eng Premier League,28,2520,28.0,28,0,8,0,0,0,0,0,0,0,35,113,78,69.9,13,5,10,7,25.0,GK,36c2ca73
23,Alex McCarthy,57,2020-2021,30,eng ENG,Southampton,eng Premier League,30,2700,30.0,30,0,7,0,0,0,0,0,0,0,57,147,91,65.3,8,7,15,7,23.3,GK,36c2ca73
113,Alex McCarthy,27,2021-2022,31,eng ENG,Southampton,eng Premier League,17,1530,17.0,17,0,1,0,0,0,0,0,0,0,27,71,44,62.0,3,7,7,5,29.4,GK,36c2ca73
147,Alex McCarthy,17,2022-2023,32,eng ENG,Southampton,eng Premier League,6,540,6.0,6,0,21,0,0,0,0,0,0,0,17,30,14,46.7,0,1,5,0,0.0,GK,36c2ca73
372,Alex Smithies,,2018-2019,28,eng ENG,Cardiff City,eng Premier League,0,,,0,0,26,,,,,,,,,,,,0,0,0,,,GK,bb91617c
373,Alex Smithies,,2022-2023,32,eng ENG,Leicester City,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,bb91617c
278,Alfie Whiteman,,2018-2019,19,eng ENG,Tottenham,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,3f2587ee
279,Alfie Whiteman,,2019-2020,20,eng ENG,Tottenham,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,3f2587ee
280,Alfie Whiteman,,2023-2024,24,eng ENG,Tottenham,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,3f2587ee
136,Alisson,22,2018-2019,25,br BRA,Liverpool,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,22,96,74,77.1,30,7,1,21,55.3,GK,7a2e46a8
133,Alisson,23,2019-2020,26,br BRA,Liverpool,eng Premier League,29,2543,28.3,29,0,0,0,1,1,0,0,0,0,23,80,58,72.5,23,3,3,13,44.8,GK,7a2e46a8
99,Alisson,32,2020-2021,27,br BRA,Liverpool,eng Premier League,33,2970,33.0,33,0,0,1,0,1,1,0,0,0,32,115,82,75.7,18,8,7,10,30.3,GK,7a2e46a8
127,Alisson,24,2021-2022,28,br BRA,Liverpool,eng Premier League,36,3240,36.0,36,0,0,0,1,1,0,0,0,0,24,99,76,75.8,27,7,2,20,55.6,GK,7a2e46a8
63,Alisson,43,2022-2023,29,br BRA,Liverpool,eng Premier League,37,3330,37.0,37,0,0,0,1,1,0,0,0,0,43,147,105,72.1,19,9,9,14,37.8,GK,7a2e46a8
106,Alisson,30,2023-2024,30,br BRA,Liverpool,eng Premier League,28,2520,28.0,28,0,0,0,0,0,0,0,0,0,30,109,80,73.4,16,8,4,8,28.6,GK,7a2e46a8
45,Alphonse Areola,48,2020-2021,27,fr FRA,Fulham,eng Premier League,36,3240,36.0,36,0,2,0,0,0,0,0,0,0,48,161,114,73.9,5,13,18,9,25.0,GK,2f965a72
220,Alphonse Areola,1,2021-2022,28,fr FRA,West Ham,eng Premier League,1,90,1.0,1,0,37,0,0,0,0,0,0,0,1,3,2,66.7,0,0,1,0,0.0,GK,2f965a72
175,Alphonse Areola,7,2022-2023,29,fr FRA,West Ham,eng Premier League,5,309,3.4,2,3,30,0,0,0,0,0,0,0,7,16,9,68.8,0,1,1,1,50.0,GK,2f965a72
36,Alphonse Areola,53,2023-2024,30,fr FRA,West Ham,eng Premier League,31,2699,30.0,31,0,2,0,0,0,0,0,0,0,53,188,136,74.5,11,9,11,4,12.9,GK,2f965a72
238,Altay Bayındır,,2023-2024,25,tr TUR,Manchester Utd,eng Premier League,0,,,0,0,33,,,,,,,,,,,,0,0,0,,,GK,072e68ed
286,Andreas Søndergaard,,2020-2021,19,dk DEN,Wolves,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,43f9b4ba
22,André Onana,58,2023-2024,27,cm CMR,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,58,203,146,74.9,18,6,14,9,23.7,GK,e9c0c1b2
249,Andy Lonergan,,2019-2020,35,ie IRL,Liverpool,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,165cf989
250,Andy Lonergan,,2020-2021,36,ie IRL,West Brom,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,165cf989
251,Andy Lonergan,,2021-2022,37,ie IRL,Everton,eng Premier League,0,,,0,0,11,,,,,,,,,,,,0,0,0,,,GK,165cf989
252,Andy Lonergan,,2022-2023,38,ie IRL,Everton,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,165cf989
253,Andy Lonergan,,2023-2024,39,ie IRL,Everton,eng Premier League,0,,,0,0,10,,,,,,,,,,,,0,0,0,,,GK,165cf989
146,Angus Gunn,18,2018-2019,22,sct SCO,Southampton,eng Premier League,12,1080,12.0,12,0,26,0,0,0,0,0,0,0,18,50,31,64.0,4,4,4,3,25.0,GK,e082af5b
126,Angus Gunn,25,2019-2020,23,sct SCO,Southampton,eng Premier League,10,900,10.0,10,0,28,0,0,0,0,0,0,0,25,55,30,58.2,2,2,6,2,20.0,GK,e082af5b
137,Angus Gunn,22,2021-2022,25,sct SCO,Norwich City,eng Premier League,9,810,9.0,9,0,29,0,0,0,0,0,0,0,22,57,34,64.9,1,2,6,1,11.1,GK,e082af5b
315,Archie Mair,,2019-2020,18,sct SCO,Norwich City,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,70e9afd8
340,Arijanet Muric,,2018-2019,19,xk KVX,Manchester City,eng Premier League,0,,,0,0,36,,,,,,,,,,,,0,0,0,,,GK,99aa1a84
150,Arijanet Muric,16,2023-2024,24,xk KVX,Burnley,eng Premier League,10,900,10.0,10,0,25,0,0,0,0,0,0,0,16,78,62,80.8,2,4,4,0,0.0,GK,99aa1a84
321,Arthur Okonkwo,,2021-2022,19,eng ENG,Arsenal,eng Premier League,0,,,0,0,7,,,,,,,,,,,,0,0,0,,,GK,75834acc
145,Artur Boruc,18,2018-2019,38,pl POL,Bournemouth,eng Premier League,12,1080,12.0,12,0,26,0,0,0,0,0,0,0,18,56,38,73.2,4,3,5,4,33.3,GK,34ccf6fa
272,Artur Boruc,,2019-2020,39,pl POL,Bournemouth,eng Premier League,0,,,0,0,38,,,,,,,,,,,,0,0,0,,,GK,34ccf6fa
53,Asmir Begović,47,2018-2019,31,ba BIH,Bournemouth,eng Premier League,24,2160,24.0,24,0,12,0,0,0,0,0,0,0,47,104,59,56.7,8,3,13,5,20.8,GK,7b4de647
172,Asmir Begović,8,2021-2022,34,ba BIH,Everton,eng Premier League,3,270,3.0,3,0,35,0,0,0,0,0,0,0,8,18,11,61.1,1,0,2,1,33.3,GK,7b4de647
231,Asmir Begović,0,2022-2023,35,ba BIH,Everton,eng Premier League,1,90,1.0,1,0,37,0,0,0,0,0,0,0,0,4,4,100.0,1,0,0,1,100.0,GK,7b4de647
290,Bailey Peacock-Farrell,,2019-2020,22,nir NIR,Burnley,eng Premier League,0,,,0,0,9,,,,,,,,,,,,0,0,0,,,GK,4879f8cb
153,Bailey Peacock-Farrell,14,2020-2021,23,nir NIR,Burnley,eng Premier League,4,360,4.0,4,0,31,0,0,0,0,0,0,0,14,24,10,41.7,0,0,4,0,0.0,GK,4879f8cb
112,Bart Verbruggen,28,2023-2024,20,nl NED,Brighton,eng Premier League,21,1890,21.0,21,0,17,0,0,0,0,0,0,0,28,91,63,72.5,7,8,6,4,19.0,GK,cf134113
17,Ben Foster,59,2018-2019,35,eng ENG,Watford,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,59,180,123,69.4,14,8,16,7,18.4,GK,d0b3ceb9
9,Ben Foster,64,2019-2020,36,eng ENG,Watford,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,64,178,116,68.5,8,10,20,9,23.7,GK,d0b3ceb9
44,Ben Foster,49,2021-2022,38,eng ENG,Watford,eng Premier League,26,2340,26.0,26,0,2,0,1,1,0,0,0,0,49,116,67,60.3,5,5,16,4,15.4,GK,d0b3ceb9
141,Ben Hamer,21,2018-2019,30,eng ENG,Huddersfield,eng Premier League,7,552,6.1,7,0,26,0,0,0,0,0,0,0,21,42,22,57.1,0,1,6,0,0.0,GK,d822a850
66,Bernd Leno,42,2018-2019,26,de GER,Arsenal,eng Premier League,32,2836,31.5,31,1,6,0,0,0,0,0,0,0,42,145,104,75.9,16,7,8,7,22.6,GK,2628fd2b
75,Bernd Leno,39,2019-2020,27,de GER,Arsenal,eng Premier League,30,2649,29.4,30,0,0,0,0,0,0,0,0,0,39,151,111,78.1,9,13,8,7,23.3,GK,2628fd2b
83,Bernd Leno,37,2020-2021,28,de GER,Arsenal,eng Premier League,35,3131,34.8,35,0,2,0,0,0,0,0,0,0,37,117,83,69.2,17,6,12,11,31.4,GK,2628fd2b
165,Bernd Leno,9,2021-2022,29,de GER,Arsenal,eng Premier League,4,360,4.0,4,0,29,0,0,0,0,0,0,0,9,19,10,52.6,1,0,3,1,25.0,GK,2628fd2b
38,Bernd Leno,51,2022-2023,30,de GER,Fulham,eng Premier League,36,3240,36.0,36,0,2,0,0,0,0,0,0,0,51,192,142,77.1,15,5,16,8,22.2,GK,2628fd2b
15,Bernd Leno,61,2023-2024,31,de GER,Fulham,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,61,190,133,72.1,13,8,17,10,26.3,GK,2628fd2b
307,Brandon Austin,,2019-2020,20,eng ENG,Tottenham,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,5e253986
308,Brandon Austin,,2021-2022,22,eng ENG,Tottenham,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,5e253986
309,Brandon Austin,,2022-2023,23,eng ENG,Tottenham,eng Premier League,0,,,0,0,15,,,,,,,,,,,,0,0,0,,,GK,5e253986
310,Brandon Austin,,2023-2024,24,eng ENG,Tottenham,eng Premier League,0,,,0,0,18,,,,,,,,,,,,0,0,0,,,GK,5e253986
288,Brian Murphy,,2018-2019,35,ie IRL,Cardiff City,eng Premier League,0,,,0,0,12,,,,,,,,,,,,0,0,0,,,GK,47e0ce24
341,Callan Mckenna,,2023-2024,16,sct SCO,Bournemouth,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,9d316492
330,Cameron Plain,,2022-2023,20,eng ENG,Bournemouth,eng Premier League,0,,,0,0,6,,,,,,,,,,,,0,0,0,,,GK,8c45f10e
311,Caoimhín Kelleher,,2019-2020,20,ie IRL,Liverpool,eng Premier League,0,,,0,0,7,,,,,,,,,,,,0,0,0,,,GK,62d7ef38
223,Caoimhín Kelleher,1,2020-2021,21,ie IRL,Liverpool,eng Premier League,2,180,2.0,2,0,13,0,0,0,0,0,0,0,1,7,6,85.7,1,0,1,1,50.0,GK,62d7ef38
214,Caoimhín Kelleher,2,2021-2022,22,ie IRL,Liverpool,eng Premier League,2,180,2.0,2,0,34,0,0,0,0,0,0,0,2,8,6,75.0,1,1,0,1,50.0,GK,62d7ef38
197,Caoimhín Kelleher,4,2022-2023,23,ie IRL,Liverpool,eng Premier League,1,90,1.0,1,0,28,0,0,0,0,0,0,0,4,10,6,60.0,0,1,0,0,0.0,GK,62d7ef38
160,Caoimhín Kelleher,11,2023-2024,24,ie IRL,Liverpool,eng Premier League,10,900,10.0,10,0,27,0,0,0,0,0,0,0,11,38,28,71.1,8,2,0,2,20.0,GK,62d7ef38
384,Christian Walton,,2020-2021,24,eng ENG,Brighton,eng Premier League,0,,,0,0,8,,,,,,,,,,,,0,0,0,,,GK,c666574f
237,Cieran Slicker,,2021-2022,18,sct SCO,Manchester City,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,02aed921
244,Claudio Bravo,,2018-2019,35,cl CHI,Manchester City,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,10072610
174,Claudio Bravo,7,2019-2020,36,cl CHI,Manchester City,eng Premier League,4,347,3.9,3,1,27,0,0,0,0,0,0,0,7,15,8,53.3,2,0,1,1,33.3,GK,10072610
108,Daniel Bachmann,28,2021-2022,27,at AUT,Watford,eng Premier League,12,1080,12.0,12,0,25,0,0,0,0,0,0,0,28,72,46,65.3,1,0,11,0,0.0,GK,1c0eea98
202,Daniel Bentley,3,2022-2023,29,eng ENG,Wolves,eng Premier League,2,180,2.0,2,0,16,0,0,0,0,0,0,0,3,13,10,76.9,0,1,1,0,0.0,GK,68db6358
177,Daniel Bentley,7,2023-2024,30,eng ENG,Wolves,eng Premier League,5,383,4.3,3,2,33,0,0,0,0,0,0,0,7,15,8,53.3,1,0,2,1,33.3,GK,68db6358
135,Daniel Iversen,22,2022-2023,25,dk DEN,Leicester City,eng Premier League,12,1080,12.0,12,0,26,0,0,0,0,0,0,0,22,59,38,66.1,2,4,6,1,8.3,GK,10d221cd
240,Daniel Langley,,2020-2021,19,eng ENG,Newcastle Utd,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,096d1e60
394,Danny Ward,,2018-2019,25,wls WAL,Leicester City,eng Premier League,0,,,0,0,38,,,,,,,,,,,,0,0,0,,,GK,d3ce0e89
395,Danny Ward,,2019-2020,26,wls WAL,Leicester City,eng Premier League,0,,,0,0,38,,,,,,,,,,,,0,0,0,,,GK,d3ce0e89
396,Danny Ward,,2020-2021,27,wls WAL,Leicester City,eng Premier League,0,,,0,0,38,,,,,,,,,,,,0,0,0,,,GK,d3ce0e89
226,Danny Ward,1,2021-2022,28,wls WAL,Leicester City,eng Premier League,1,90,1.0,1,0,31,0,0,0,0,0,0,0,1,5,4,80.0,1,0,0,0,0.0,GK,d3ce0e89
58,Danny Ward,46,2022-2023,29,wls WAL,Leicester City,eng Premier League,26,2340,26.0,26,0,9,0,0,0,0,0,0,0,46,119,75,63.0,7,3,16,6,23.1,GK,d3ce0e89
187,Darren Randolph,5,2019-2020,32,ie IRL,West Ham,eng Premier League,2,180,2.0,2,0,15,0,0,0,0,0,0,0,5,11,6,63.6,0,1,1,0,0.0,GK,6385ebfb
201,Darren Randolph,3,2020-2021,33,ie IRL,West Ham,eng Premier League,3,270,3.0,3,0,24,0,0,0,0,0,0,0,3,9,6,66.7,2,0,1,1,33.3,GK,6385ebfb
312,Darren Randolph,,2021-2022,34,ie IRL,West Ham,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,6385ebfb
313,Darren Randolph,,2022-2023,35,ie IRL,2 Teams,eng Premier League,0,,,0,0,11,,,,,,,,,,,,0,0,0,,,GK,6385ebfb
314,Darren Randolph,,2023-2024,36,ie IRL,Bournemouth,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,6385ebfb
192,David Button,5,2018-2019,29,eng ENG,Brighton,eng Premier League,4,360,4.0,4,0,25,0,0,0,0,0,0,0,5,18,13,83.3,1,1,2,1,25.0,GK,e608ed4c
217,David Button,2,2020-2021,31,eng ENG,West Brom,eng Premier League,1,90,1.0,1,0,37,0,0,0,0,0,0,0,2,6,4,66.7,1,0,0,0,0.0,GK,e608ed4c
180,David Martin,6,2019-2020,33,eng ENG,West Ham,eng Premier League,5,436,4.8,4,1,8,0,0,0,0,0,0,0,6,21,15,71.4,2,0,2,2,50.0,GK,07666c20
239,David Martin,,2020-2021,34,eng ENG,West Ham,eng Premier League,0,,,0,0,15,,,,,,,,,,,,0,0,0,,,GK,07666c20
117,David Raya,27,2021-2022,25,es ESP,Brentford,eng Premier League,24,2160,24.0,24,0,0,0,0,0,0,0,0,0,27,103,76,77.7,10,5,9,8,33.3,GK,98ea5115
57,David Raya,46,2022-2023,26,es ESP,Brentford,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,46,197,154,77.7,15,14,9,12,31.6,GK,98ea5115
128,David Raya,24,2023-2024,27,es ESP,Arsenal,eng Premier League,32,2880,32.0,32,0,3,0,0,0,0,0,0,0,24,69,45,68.1,23,4,5,16,50.0,GK,98ea5115
34,David de Gea,54,2018-2019,27,es ESP,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,54,171,120,71.9,19,9,10,7,18.4,GK,7ba6d84e
85,David de Gea,36,2019-2020,28,es ESP,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,36,131,96,74.8,18,12,8,13,34.2,GK,7ba6d84e
100,David de Gea,32,2020-2021,29,es ESP,Manchester Utd,eng Premier League,26,2295,25.5,26,0,7,0,0,0,0,0,0,0,32,90,59,68.9,12,9,5,9,34.6,GK,7ba6d84e
25,David de Gea,57,2021-2022,30,es ESP,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,57,180,124,70.0,16,10,12,8,21.1,GK,7ba6d84e
64,David de Gea,43,2022-2023,31,es ESP,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,43,142,99,71.1,23,6,9,17,44.7,GK,7ba6d84e
96,Dean Henderson,33,2019-2020,22,eng ENG,Sheffield Utd,eng Premier League,36,3240,36.0,36,0,0,0,0,0,0,0,0,0,33,128,94,75.0,14,11,11,13,36.1,GK,e5a76dfe
159,Dean Henderson,12,2020-2021,23,eng ENG,Manchester Utd,eng Premier League,13,1125,12.5,12,1,25,0,0,0,0,0,0,0,12,51,39,76.5,9,2,1,4,33.3,GK,e5a76dfe
104,Dean Henderson,31,2022-2023,25,eng ENG,Nott'ham Forest,eng Premier League,18,1620,18.0,18,0,0,0,0,0,0,0,0,0,31,85,52,65.9,5,5,8,6,33.3,GK,e5a76dfe
107,Dean Henderson,30,2023-2024,26,eng ENG,2 Teams,eng Premier League,18,1620,18.0,18,0,10,0,0,0,0,0,0,0,30,86,57,66.3,8,4,6,4,22.2,GK,e5a76dfe
386,Dermot Mee,,2023-2024,20,nir NIR,Manchester Utd,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,caa32820
326,Eddie Beach,,2023-2024,19,wls WAL,Chelsea,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,7cbd6d68
132,Ederson,23,2018-2019,24,br BRA,Manchester City,eng Premier League,38,3420,38.0,38,0,0,0,1,1,0,0,0,0,23,81,58,76.5,32,2,4,20,52.6,GK,3bb7b8b4
109,Ederson,28,2019-2020,25,br BRA,Manchester City,eng Premier League,35,3071,34.1,35,0,0,0,0,0,0,0,0,0,28,95,68,73.7,24,3,8,16,45.7,GK,3bb7b8b4
110,Ederson,28,2020-2021,26,br BRA,Manchester City,eng Premier League,36,3240,36.0,36,0,0,0,1,1,0,0,0,0,28,93,65,77.4,25,5,6,19,52.8,GK,3bb7b8b4
120,Ederson,26,2021-2022,27,br BRA,Manchester City,eng Premier League,37,3330,37.0,37,0,0,0,0,0,0,0,0,0,26,83,57,69.9,28,6,3,20,54.1,GK,3bb7b8b4
97,Ederson,32,2022-2023,28,br BRA,Manchester City,eng Premier League,35,3150,35.0,35,0,3,0,1,1,0,0,0,0,32,77,46,62.3,26,4,5,11,31.4,GK,3bb7b8b4
114,Ederson,27,2023-2024,29,br BRA,Manchester City,eng Premier League,33,2785,30.9,33,0,2,0,0,0,0,0,0,0,27,82,56,70.7,24,6,3,10,30.3,GK,3bb7b8b4
123,Edouard Mendy,25,2020-2021,28,sn SEN,Chelsea,eng Premier League,31,2745,30.5,31,0,3,0,0,0,0,0,0,0,25,81,56,71.6,17,7,7,16,51.6,GK,33887998
103,Edouard Mendy,31,2021-2022,29,sn SEN,Chelsea,eng Premier League,34,3060,34.0,34,0,0,0,0,0,0,0,0,0,31,102,72,75.5,19,10,5,14,41.2,GK,33887998
152,Edouard Mendy,14,2022-2023,30,sn SEN,Chelsea,eng Premier League,10,855,9.5,9,1,13,0,0,0,0,0,0,0,14,39,25,64.1,3,2,4,1,11.1,GK,33887998
245,Eldin Jakupović,,2021-2022,36,ch SUI,Leicester City,eng Premier League,0,,,0,0,9,,,,,,,,,,,,0,0,0,,,GK,1148323a
246,Eldin Jakupović,,2022-2023,37,ch SUI,Everton,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,1148323a
339,Elia Caprile,,2020-2021,18,it ITA,Leeds United,eng Premier League,0,,,0,0,5,,,,,,,,,,,,0,0,0,,,GK,97d7afbd
324,Emiliano Martínez,,2018-2019,25,ar ARG,Arsenal,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,7956236f
167,Emiliano Martínez,9,2019-2020,26,ar ARG,Arsenal,eng Premier League,9,771,8.6,8,1,29,0,0,0,0,0,0,0,9,42,33,81.0,5,1,2,3,37.5,GK,7956236f
55,Emiliano Martínez,46,2020-2021,27,ar ARG,Aston Villa,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,46,186,133,78.0,16,7,15,15,39.5,GK,7956236f
49,Emiliano Martínez,48,2021-2022,28,ar ARG,Aston Villa,eng Premier League,36,3240,36.0,36,0,0,0,0,0,0,0,0,0,48,140,93,68.6,13,6,17,11,30.6,GK,7956236f
82,Emiliano Martínez,38,2022-2023,29,ar ARG,Aston Villa,eng Premier League,36,3139,34.9,36,0,1,0,0,0,0,0,0,0,38,132,97,74.2,17,7,12,11,30.6,GK,7956236f
48,Emiliano Martínez,48,2023-2024,30,ar ARG,Aston Villa,eng Premier League,34,3015,33.5,34,0,0,0,0,0,0,0,0,0,48,139,95,66.2,19,8,7,8,23.5,GK,7956236f
281,Ethan Horvath,,2023-2024,28,us USA,Nott'ham Forest,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,3f65d5ce
332,Fabian Mrozek,,2023-2024,19,pl POL,Liverpool,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,927eecf9
191,Fabricio,5,2018-2019,30,es ESP,Fulham,eng Premier League,2,180,2.0,2,0,17,0,0,0,0,0,0,0,5,21,16,76.2,0,0,2,0,0.0,GK,af245161
362,Fabricio,,2020-2021,32,es ESP,Fulham,eng Premier League,0,,,0,0,8,,,,,,,,,,,,0,0,0,,,GK,af245161
352,Filip Marschall,,2021-2022,18,eng ENG,Aston Villa,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,a79abd8b
353,Filip Marschall,,2022-2023,19,eng ENG,Aston Villa,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,a79abd8b
354,Filip Marschall,,2023-2024,20,eng ENG,Aston Villa,eng Premier League,0,,,0,0,10,,,,,,,,,,,,0,0,0,,,GK,a79abd8b
205,Fraser Forster,3,2018-2019,30,eng ENG,Southampton,eng Premier League,1,90,1.0,1,0,4,0,0,0,0,0,0,0,3,6,3,50.0,0,0,1,0,0.0,GK,c3e39f12
382,Fraser Forster,,2019-2020,31,eng ENG,Southampton,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,c3e39f12
161,Fraser Forster,11,2020-2021,32,eng ENG,Southampton,eng Premier League,8,720,8.0,8,0,30,0,0,0,0,0,0,0,11,31,19,71.0,4,0,4,2,25.0,GK,c3e39f12
89,Fraser Forster,35,2021-2022,33,eng ENG,Southampton,eng Premier League,19,1710,19.0,19,0,14,0,0,0,0,0,0,0,35,101,68,67.3,6,5,8,3,15.8,GK,c3e39f12
129,Fraser Forster,24,2022-2023,34,eng ENG,Tottenham,eng Premier League,14,1215,13.5,13,1,24,0,0,0,0,0,0,0,24,55,30,60.0,5,3,5,3,23.1,GK,c3e39f12
383,Fraser Forster,,2023-2024,35,eng ENG,Tottenham,eng Premier League,0,,,0,0,23,,,,,,,,,,,,0,0,0,,,GK,c3e39f12
255,Freddie Woodman,,2018-2019,21,eng ENG,Newcastle Utd,eng Premier League,0,,,0,0,15,,,,,,,,,,,,0,0,0,,,GK,19e50035
157,Freddie Woodman,12,2021-2022,24,eng ENG,Newcastle Utd,eng Premier League,4,360,4.0,4,0,1,0,0,0,0,0,0,0,12,22,9,54.5,0,1,3,0,0.0,GK,19e50035
28,Gavin Bazunu,56,2022-2023,20,ie IRL,Southampton,eng Premier League,32,2880,32.0,32,0,6,0,0,0,0,0,0,0,56,120,67,54.2,6,6,20,4,12.5,GK,c91441dc
306,George Shelvey,,2022-2023,21,eng ENG,Nott'ham Forest,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,5ab61aea
16,Guglielmo Vicario,61,2023-2024,26,it ITA,Tottenham,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,61,167,109,67.7,20,6,12,7,18.4,GK,77d6fd4d
379,Harry Lewis,,2019-2020,21,eng ENG,Southampton,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,c35e99d8
380,Harry Lewis,,2020-2021,22,eng ENG,Southampton,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,c35e99d8
381,Harry Lewis,,2021-2022,23,eng ENG,Southampton,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,c35e99d8
363,Harry Tyrer,,2020-2021,18,eng ENG,Everton,eng Premier League,0,,,0,0,5,,,,,,,,,,,,0,0,0,,,GK,af49fb14
364,Harry Tyrer,,2021-2022,19,eng ENG,Everton,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,af49fb14
398,Heurelho Gomes,,2018-2019,37,br BRA,Watford,eng Premier League,0,,,0,0,38,,,,,,,,,,,,0,0,0,,,GK,d596e193
