Unnamed: 0,Player,Unnamed: 2,Season,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Playing Time.4,Playing Time.5,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Performance.13,Performance.14,Performance.15,Unnamed: 30,-additional
212,Thomas Strakosha,2,2023-2024,28,al ALB,Brentford,eng Premier League,2,135,1.5,1,1,32,0,0,0,0,0,0,0,2,8,6,75.0,0,0,1,0,0.0,GK,339fe0e8
6,Tim Krul,68,2019-2020,31,nl NED,Norwich City,eng Premier League,36,3240,36.0,36,0,0,0,0,0,0,0,0,0,68,195,128,66.7,5,6,25,5,13.9,GK,f23f9d20
14,Tim Krul,62,2021-2022,33,nl NED,Norwich City,eng Premier League,29,2610,29.0,29,0,3,0,0,0,0,0,0,0,62,165,105,66.7,4,5,20,5,17.2,GK,f23f9d20
119,Tom Heaton,27,2018-2019,32,eng ENG,Burnley,eng Premier League,19,1710,19.0,19,0,19,0,0,0,0,0,0,0,27,83,59,68.7,8,4,7,4,21.1,GK,a6de6361
88,Tom Heaton,35,2019-2020,33,eng ENG,Aston Villa,eng Premier League,20,1794,19.9,20,0,0,0,0,0,0,0,0,0,35,102,68,68.6,6,3,11,4,20.0,GK,a6de6361
348,Tom Heaton,,2020-2021,34,eng ENG,Aston Villa,eng Premier League,0,,,0,0,23,,,,,,,,,,,,0,0,0,,,GK,a6de6361
349,Tom Heaton,,2021-2022,35,eng ENG,Manchester Utd,eng Premier League,0,,,0,0,14,,,,,,,,,,,,0,0,0,,,GK,a6de6361
350,Tom Heaton,,2022-2023,36,eng ENG,Manchester Utd,eng Premier League,0,,,0,0,23,,,,,,,,,,,,0,0,0,,,GK,a6de6361
351,Tom Heaton,,2023-2024,37,eng ENG,Manchester Utd,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,a6de6361
304,Tom King,,2023-2024,28,wls WAL,Wolves,eng Premier League,0,,,0,0,4,,,,,,,,,,,,0,0,0,,,GK,5791b997
293,Tom McGill,,2020-2021,20,eng ENG,Brighton,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,4eb2d015
294,Tom McGill,,2021-2022,21,eng ENG,Brighton,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,4eb2d015
295,Tom McGill,,2022-2023,22,eng ENG,Brighton,eng Premier League,0,,,0,0,6,,,,,,,,,,,,0,0,0,,,GK,4eb2d015
134,Vicente Guaita,23,2018-2019,31,es ESP,Crystal Palace,eng Premier League,20,1754,19.5,20,0,17,0,0,0,0,0,0,0,23,85,63,74.1,10,4,6,7,35.0,GK,ab13a5aa
69,Vicente Guaita,42,2019-2020,32,es ESP,Crystal Palace,eng Premier League,35,3150,35.0,35,0,0,0,0,0,0,0,0,0,42,149,109,71.8,11,9,15,10,28.6,GK,ab13a5aa
8,Vicente Guaita,64,2020-2021,33,es ESP,Crystal Palace,eng Premier League,37,3330,37.0,37,0,1,0,0,0,0,0,0,0,64,169,104,63.9,11,8,18,8,21.6,GK,ab13a5aa
95,Vicente Guaita,33,2021-2022,34,es ESP,Crystal Palace,eng Premier League,30,2655,29.5,30,0,5,0,0,0,0,0,0,0,33,116,83,74.1,9,11,10,11,36.7,GK,ab13a5aa
92,Vicente Guaita,34,2022-2023,35,es ESP,Crystal Palace,eng Premier League,27,2430,27.0,27,0,5,0,0,0,0,0,0,0,34,116,84,72.4,7,9,11,6,22.2,GK,ab13a5aa
346,Viljami Sinisalo,,2021-2022,19,fi FIN,Aston Villa,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,a48635b8
347,Viljami Sinisalo,,2022-2023,20,fi FIN,Aston Villa,eng Premier League,0,,,0,0,15,,,,,,,,,,,,0,0,0,,,GK,a48635b8
298,Vincent Angelini,,2021-2022,17,sct SCO,Watford,eng Premier League,0,,,0,0,3,,,,,,,,,,,,0,0,0,,,GK,536e58cc
299,Vincent Angelini,,2023-2024,19,sct SCO,Brentford,eng Premier League,0,,,0,0,2,,,,,,,,,,,,0,0,0,,,GK,536e58cc
122,Wayne Hennessey,26,2018-2019,31,wls WAL,Crystal Palace,eng Premier League,18,1576,17.5,17,1,15,0,0,0,0,0,0,0,26,69,42,66.7,4,3,10,5,29.4,GK,76eca7e2
171,Wayne Hennessey,8,2019-2020,32,wls WAL,Crystal Palace,eng Premier League,3,270,3.0,3,0,34,0,0,0,0,0,0,0,8,23,15,65.2,0,1,2,0,0.0,GK,76eca7e2
322,Wayne Hennessey,,2020-2021,33,wls WAL,Crystal Palace,eng Premier League,0,,,0,0,5,,,,,,,,,,,,0,0,0,,,GK,76eca7e2
182,Wayne Hennessey,6,2021-2022,34,wls WAL,Burnley,eng Premier League,2,180,2.0,2,0,36,0,0,0,0,0,0,0,6,13,8,53.8,0,0,2,0,0.0,GK,76eca7e2
188,Wayne Hennessey,5,2022-2023,35,wls WAL,Nott'ham Forest,eng Premier League,4,271,3.0,3,1,33,0,0,0,0,0,0,0,5,14,9,64.3,0,2,1,1,33.3,GK,76eca7e2
323,Wayne Hennessey,,2023-2024,36,wls WAL,Nott'ham Forest,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,76eca7e2
338,Wes Foderingham,,2020-2021,29,eng ENG,Sheffield Utd,eng Premier League,0,,,0,0,25,,,,,,,,,,,,0,0,0,,,GK,96cf7b61
3,Wes Foderingham,79,2023-2024,32,eng ENG,Sheffield Utd,eng Premier League,30,2649,29.4,29,1,8,0,0,0,0,0,0,0,79,204,130,63.7,3,4,22,1,3.4,GK,96cf7b61
234,Will Norris,0,2018-2019,24,eng ENG,Wolves,eng Premier League,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,,GK,c73ada83
199,Will Norris,4,2020-2021,26,eng ENG,Burnley,eng Premier League,2,180,2.0,2,0,15,0,0,0,0,0,0,0,4,6,2,33.3,0,0,2,0,0.0,GK,c73ada83
385,Will Norris,,2021-2022,27,eng ENG,Burnley,eng Premier League,0,,,0,0,9,,,,,,,,,,,,0,0,0,,,GK,c73ada83
256,William Crellin,,2023-2024,23,eng ENG,Everton,eng Premier League,0,,,0,0,1,,,,,,,,,,,,0,0,0,,,GK,1a85a237
233,Willy Caballero,0,2018-2019,36,ar ARG,Chelsea,eng Premier League,2,180,2.0,2,0,36,0,0,0,0,0,0,0,0,3,3,100.0,1,1,0,2,100.0,GK,a179d516
178,Willy Caballero,7,2019-2020,37,ar ARG,Chelsea,eng Premier League,5,450,5.0,5,0,33,0,0,0,0,0,0,0,7,16,10,56.3,2,2,1,1,20.0,GK,a179d516
203,Willy Caballero,3,2020-2021,38,ar ARG,Chelsea,eng Premier League,1,90,1.0,1,0,6,0,0,0,0,0,0,0,3,3,0,0.0,0,1,0,0,0.0,GK,a179d516
190,Willy Caballero,5,2021-2022,39,ar ARG,Southampton,eng Premier League,2,180,2.0,2,0,19,0,0,0,0,0,0,0,5,11,6,54.5,0,1,1,0,0.0,GK,a179d516
345,Willy Caballero,,2022-2023,40,ar ARG,Southampton,eng Premier League,0,,,0,0,11,,,,,,,,,,,,0,0,0,,,GK,a179d516
222,Zack Steffen,1,2020-2021,25,us USA,Manchester City,eng Premier League,1,90,1.0,1,0,34,0,0,0,0,0,0,0,1,2,1,50.0,1,0,0,0,0.0,GK,42130443
229,Zack Steffen,0,2021-2022,26,us USA,Manchester City,eng Premier League,1,90,1.0,1,0,29,0,0,0,0,0,0,0,0,2,2,100.0,1,0,0,1,100.0,GK,42130443
130,Álvaro Fernández,24,2021-2022,23,es ESP,Brentford,eng Premier League,12,1080,12.0,12,0,19,0,0,0,0,0,0,0,24,69,47,66.7,3,2,7,1,8.3,GK,f127d782
158,Ørjan Nyland,12,2019-2020,28,no NOR,Aston Villa,eng Premier League,7,539,6.0,5,2,20,0,0,0,0,0,0,0,12,27,15,55.6,0,2,3,1,20.0,GK,bdedffac
81,Đorđe Petrović,38,2023-2024,23,rs SRB,Chelsea,eng Premier League,23,1987,22.1,22,1,12,0,0,0,0,0,0,0,38,108,73,65.7,13,5,4,5,22.7,GK,0cf321c8
31,Łukasz Fabiański,55,2018-2019,33,pl POL,West Ham,eng Premier League,38,3420,38.0,38,0,0,0,0,0,0,0,0,0,55,198,143,74.2,15,7,16,7,18.4,GK,9328b835
91,Łukasz Fabiański,34,2019-2020,34,pl POL,West Ham,eng Premier League,25,2117,23.5,25,0,0,0,0,0,0,0,0,0,34,104,71,70.2,8,7,10,5,20.0,GK,9328b835
61,Łukasz Fabiański,44,2020-2021,35,pl POL,West Ham,eng Premier League,35,3150,35.0,35,0,0,0,0,0,0,0,0,0,44,138,97,70.3,17,8,10,10,28.6,GK,9328b835
43,Łukasz Fabiański,50,2021-2022,36,pl POL,West Ham,eng Premier League,37,3330,37.0,37,0,0,0,0,0,0,0,0,0,50,162,111,70.4,16,8,13,8,21.6,GK,9328b835
50,Łukasz Fabiański,48,2022-2023,37,pl POL,West Ham,eng Premier League,36,3111,34.6,36,0,0,0,0,0,0,0,0,0,48,154,106,70.1,11,6,19,8,22.2,GK,9328b835
140,Łukasz Fabiański,21,2023-2024,38,pl POL,West Ham,eng Premier League,10,721,8.0,7,3,27,0,0,0,0,0,0,0,21,53,33,66.0,3,1,3,1,14.3,GK,9328b835
